name,platform,global_sales,critic_score,critic_count,user_score,user_count
Boom Blox,Wii,1.18,85,61,8.7,95
Boom Blox Bash Party,Wii,0.44,86,48,8.4,31
Boot Camp Academy,Wii,0.03,,,,
Borderlands,X360,3.23,84,83,8.3,612
Borderlands,PS3,1.9,83,58,8,338
Borderlands 2,X360,2.64,89,59,8.3,712
Borderlands 2,PS3,1.69,91,25,8.2,614
Borderlands: Double Game Add-On Pack,X360,0.13,,,,
Bounty Hounds,PSP,0.03,63,14,7,6
Brain Age: Concentration Training,3DS,0.04,71,11,7.8,16
Brandish: The Dark Revenant,PSP,0.02,,,,
Bratz Kidz,Wii,0.16,,,,
Bratz: Girlz Really Rock,Wii,0.21,,,,
Bratz: The Movie,Wii,0.26,,,4,5
Brave Story: New Traveler (US sales),PSP,0.1,,,,
Brave Story: New Traveller (jp sales),PSP,0.05,,,,
Brave: A Warrior's Tale,Wii,0.05,48,13,,
Brave: A Warrior's Tale,X360,0.05,42,17,,
Brave: The Video Game,Wii,0.01,50,5,5.3,7
Bravely Default: Flying Fairy,3DS,0.53,85,64,8.4,129
Breath of Fire III,PSP,0.02,,,,
Brink,X360,0.98,68,85,5.8,378
Brink,PS3,0.67,72,39,6,151
Broken Sword: Shadow of the Templars - The Director's Cut,Wii,0.23,74,29,7.9,9
Brooktown High: Senior Year,PSP,0.08,51,25,,
Brothers Conflict: Brilliant Blue,PSP,0.03,,,,
Brothers Conflict: Passion Pink,PSP,0.03,,,,
Brothers In Arms: D-Day,PSP,0.44,65,19,9.4,61
Brothers in Arms: Double Time,Wii,0.12,45,13,6.6,17
Brothers in Arms: Furious 4,PS3,0.07,,,,
Brothers in Arms: Furious 4,X360,0.02,,,,
Brothers in Arms: Hell's Highway,PS3,0.88,76,48,8,63
Brothers in Arms: Hell's Highway,X360,0.84,76,65,8.4,132
Brunswick Cosmic Bowling,Wii,0.16,,,,
Brunswick Pro Bowling,X360,0.42,44,4,,
Brunswick Pro Bowling,Wii,0.37,52,11,5.4,23
Brunswick Pro Bowling,PSP,0.21,,,7.3,4
Brunswick Pro Bowling,PS3,0.14,47,6,,
Brunswick Pro Bowling,3DS,0.1,,,,
Brutal Legend,X360,0.93,82,88,8.1,232
Brutal Legend,PS3,0.88,83,61,7.8,129
Bubble Bobble Evolution,PSP,0.03,47,5,,
Buck Fever,Wii,0.14,,,,
Build 'n Race,Wii,0.08,,,,
Build-A-Bear Workshop: A Friend Fur All Seasons,Wii,0.36,,,,
Build-A-Bear Workshop: Friendship Valley,Wii,0.06,,,,
Bullet Soul: Tama Tamashii,X360,0.01,,,,
Bullet Witch,X360,0.09,55,59,6.2,32
Bulletstorm,X360,0.97,84,83,7.5,383
Bulletstorm,PS3,0.45,83,57,7.6,225
Bully: Scholarship Edition,X360,1.02,80,56,8.1,110
Bully: Scholarship Edition,Wii,0.49,83,34,8.3,45
Bunmei Haruka: Aoiza Ibunroku,PSP,0.02,,,,
Bunmei Kaika: Aoiza Ibunroku Saien,PSP,0.01,,,,
Burger Island,Wii,0.15,,,,
Burnout Dominator,PSP,0.45,76,23,8.4,18
Burnout Legends,PSP,0.78,86,53,8.5,96
Burnout Paradise,PS3,1.83,87,55,7.6,371
Burnout Paradise,X360,1.3,88,68,6.9,236
Burnout Paradise: The Ultimate Box,PS3,0.05,,,,
Burnout Paradise: The Ultimate Box,X360,0.03,,,,
Burnout Revenge,X360,0.46,89,61,7.9,119
Busou Shinki: Battle Masters,PSP,0.07,,,,
Busou Shinki: Battle Masters Mk. 2,PSP,0.11,,,,
Bust-A-Move Bash!,Wii,0.15,,,,
Bust-A-Move Deluxe,PSP,0.14,67,7,,
Bust-A-Move Universe,3DS,0.27,49,30,5.3,12
Busy Scissors,Wii,0.08,,,,
Buzz! Brain of the UK,PS3,0.16,,,,
Buzz! Master Quiz,PSP,0.83,,,,
Buzz! Quiz TV,PS3,0.84,,,,
Buzz! Quiz World,PS3,0.85,,,,
Buzz! The Ultimate Music Quiz,PS3,0.3,,,,
Cabela's Adventure Camp,Wii,0.13,,,,
Cabela's Adventure Camp,X360,0.08,,,,
Cabela's Adventure Camp,PS3,0.07,,,,
Cabela's African Safari,X360,0.12,53,4,5.1,7
Cabela's African Safari,PSP,0.05,,,,
Cabela's Alaskan Adventure,X360,0.11,48,11,5.5,13
Cabela's Big Game Hunter (2008),Wii,0.62,,,,
Cabela's Big Game Hunter (2008),X360,0.05,51,5,,
Cabela's Big Game Hunter 2010,Wii,1.68,,,7.8,4
Cabela's Big Game Hunter 2010,PS3,0.39,,,5,9
Cabela's Big Game Hunter 2010,X360,0.26,,,5.6,5
Cabela's Big Game Hunter 2012,Wii,0.34,,,,
Cabela's Big Game Hunter 2012,X360,0.25,,,,
Cabela's Big Game Hunter 2012,PS3,0.17,,,,
Cabela's Big Game Hunter: Hunting Party,X360,0.12,,,5,4
Cabela's Dangerous Hunts 2009,Wii,0.37,,,4.4,5
Cabela's Dangerous Hunts 2009,PS3,0.13,39,6,0.9,9
Cabela's Dangerous Hunts 2009,X360,0.13,42,4,,
Cabela's Dangerous Hunts 2011,Wii,0.55,,,,
Cabela's Dangerous Hunts 2011,PS3,0.29,60,4,5.3,8
Cabela's Dangerous Hunts 2011,X360,0.29,55,7,,
Cabela's Dangerous Hunts: Ultimate Challenge,PSP,0.06,,,,
Cabela's Legendary Adventures,Wii,0.17,,,,
Cabela's Legendary Adventures,PSP,0.16,,,,
Cabela's Monster Buck Hunter,Wii,0.59,,,,
Cabela's North American Adventures,Wii,0.19,,,,
Cabela's North American Adventures,X360,0.1,51,5,,
Cabela's North American Adventures,PS3,0.1,,,,
Cabela's North American Adventures,PSP,0.07,,,,
Cabela's Outdoor Adventures (2009),Wii,0.3,,,7.8,4
Cabela's Outdoor Adventures (2009),X360,0.23,,,,
Cabela's Outdoor Adventures (2009),PS3,0.21,,,,
Cabela's Survival: Shadows of Katmai,Wii,0.17,,,,
Cabela's Survival: Shadows of Katmai,X360,0.15,,,3.8,5
Cabela's Survival: Shadows of Katmai,PS3,0.13,,,7.4,5
Cabela's Trophy Bucks,Wii,0.06,,,6,5
Cabela's Trophy Bucks,X360,0.04,39,4,,
Cake Mania: Baker's Challenge,PSP,0.03,,,,
Cake Mania: In The Mix!,Wii,0.14,,,,
Caladrius,X360,0.01,,,,
Call of Duty 2,X360,1.9,89,65,8.2,239
Call of Duty 3,X360,2.64,82,71,6.5,167
Call of Duty 3,Wii,2.21,69,42,6.6,54
Call of Duty 3,PS3,1.43,80,43,6.9,56
Call of Duty 4: Modern Warfare,X360,9.03,94,70,8.4,1089
Call of Duty 4: Modern Warfare,PS3,6.41,94,44,8.4,769
Call of Duty Black Ops: Declassified,PSV,0.89,33,58,4.8,430
Call of Duty: Black Ops,X360,13.97,87,89,6,1267
Call of Duty: Black Ops,PS3,12.08,88,58,6,850
Call of Duty: Black Ops,Wii,1.3,80,25,5.5,75
Call of Duty: Black Ops II,X360,12.57,83,73,4.5,1975
Call of Duty: Black Ops II,PS3,11.06,83,21,4.8,731
Call of Duty: Black Ops II,WiiU,0.23,81,31,6.4,156
Call of Duty: Ghosts,X360,8.08,73,29,2.3,1730
Call of Duty: Ghosts,PS3,7.32,71,10,2.1,825
Call of Duty: Ghosts,PS4,1.77,78,49,3.1,918
Call of Duty: Ghosts,XOne,1.48,78,7,3.8,403
Call of Duty: Ghosts,WiiU,0.13,69,6,3,195
Call of Duty: Modern Warfare 2,X360,13.17,94,100,6.1,2456
Call of Duty: Modern Warfare 2,PS3,10.31,94,67,6,1749
Call of Duty: Modern Warfare 3,X360,14.16,88,81,3.3,8457
Call of Duty: Modern Warfare 3,PS3,12.74,88,39,3.1,5037
Call of Duty: Modern Warfare 3,Wii,0.7,70,16,1.6,423
Call of Duty: Modern Warfare: Reflex Edition,Wii,1.48,76,45,8.1,108
Call of Duty: Roads to Victory,PSP,2.09,64,45,7.6,20
Call of Duty: The War Collection,X360,0.04,,,,
Call of Duty: World at War,X360,7.05,84,84,7.4,470
Call of Duty: World at War,PS3,5.11,85,45,7.3,289
Call of Duty: World at War,Wii,1.89,83,19,7.6,70
Call of Juarez,X360,0.17,71,37,6.8,37
Call of Juarez: Bound in Blood,PS3,0.83,78,47,7.9,67
Call of Juarez: Bound in Blood,X360,0.58,77,77,7.7,76
Call of Juarez: The Cartel,X360,0.24,47,62,5.7,95
Call of Juarez: The Cartel,PS3,0.23,45,42,5.7,69
Calling,Wii,0.1,49,28,6.4,13
Calvin Tucker's Redneck Jamboree,Wii,0.29,26,6,,
Canada Hunt,Wii,0.01,,,,
Candace Kane's Candy Factory,Wii,0.14,,,,
Canvas 3: Nanairo no Kiseki,PSP,0.01,,,,
Capcom Classics Collection Reloaded,PSP,0.3,75,27,,
Capcom Classics Collection Remixed,PSP,0.28,72,37,8.8,4
Capcom Puzzle World,PSP,0.01,65,31,,
Captain America: Super Soldier,X360,0.14,60,48,6.1,27
Captain America: Super Soldier,PS3,0.14,61,34,7.2,31
Captain America: Super Soldier,3DS,0.07,51,9,3,4
Captain America: Super Soldier,Wii,0.05,57,16,6.4,5
Captain Morgane and the Golden Turtle,PS3,0.02,,,,
Captain Morgane and the Golden Turtle,Wii,0.01,,,,
Captain Rainbow,Wii,0.01,,,,
Cardfight!! Vanguard: Ride to Victory,3DS,0.09,,,,
Carnage Heart EXA,PSP,0.02,,,,
Carnival Games,Wii,3.98,56,27,6.1,39
Carnival Games: Mini Golf,Wii,1.53,38,10,5,6
"Carnival Games: Monkey See, Monkey Do!",X360,0.27,56,12,5.5,6
Carnival Games: Wild West 3D,3DS,0.07,,,,
Carnival Island,PS3,0.15,66,25,5,4
Carol Vorderman's Sudoku,PSP,0.03,72,18,,
Cars,PSP,1.16,70,17,,
Cars,Wii,0.91,65,13,,
Cars,X360,0.23,65,16,6.1,7
Cars 2,Wii,0.75,,,,
Cars 2,PS3,0.39,,,,
Cars 2,X360,0.38,,,,
Cars 2,3DS,0.15,,,,
Cars 2,PSP,0.09,,,,
Cars Mater-National Championship,Wii,0.49,,,6,5
Cars Toon: Mater's Tall Tales,Wii,0.46,,,,
Cars: Mater-National Championship,PS3,0.41,63,8,4.8,4
Cars: Mater-National Championship,X360,0.14,58,9,7.4,5
Cars: Race-O-Rama,Wii,0.97,58,7,,
Cars: Race-O-Rama,PSP,0.4,,,,
Cars: Race-O-Rama,PS3,0.16,61,5,,
Cars: Race-O-Rama,X360,0.14,54,8,5.8,5
Cartoon Network: Punch Time Explosion,3DS,0.08,58,16,6.1,20
Cartoon Network: Punch Time Explosion XL,Wii,0.07,,,,
Cartoon Network: Punch Time Explosion XL,PS3,0.06,,,,
Cartoon Network: Punch Time Explosion XL,X360,0.06,,,,
Case Closed: One Truth Prevails,Wii,0.01,,,,
Casper's Scare School: Spooky Sports Day,Wii,0.02,,,,
Castle of Shikigami III,Wii,0.04,67,9,7.5,8
Castle of Shikigami III,X360,0.01,,,,
Castlevania Judgment,Wii,0.15,49,33,6.2,48
Castlevania: Lords of Shadow,PS3,0.92,85,62,8,328
Castlevania: Lords of Shadow,X360,0.57,83,70,7.9,181
Castlevania: Lords of Shadow - Mirror of Fate,3DS,0.12,,,,
Castlevania: The Dracula X Chronicles,PSP,0.38,80,43,8.1,36
Cate West: The Vanishing Files,Wii,0.07,65,8,,
Catherine,PS3,0.6,79,61,7.8,246
Catherine,X360,0.26,82,39,7.9,122
Cave Story 3D,3DS,0.12,82,29,7.6,61
Celebrity Sports Showdown,Wii,0.44,50,12,4.6,18
Centipede: Infestation,Wii,0.04,,,,
Centipede: Infestation,3DS,0.03,,,,
Challenge Me: Brain Puzzles 2,Wii,0.02,,,,
Challenge Me: Word Puzzles,Wii,0.01,,,,
Chameleon,PSP,0.06,,,,
Champion Jockey: G1 Jockey & Gallop Racer,PS3,0.18,,,,
Champion Jockey: G1 Jockey & Gallop Racer,Wii,0.07,,,,
Champion Jockey: G1 Jockey & Gallop Racer,X360,0.05,,,,
Championship Foosball,Wii,0.09,,,,
Chaos;Head - Love Chu*Chu!,PSP,0.04,,,,
Chaos;Head - Love Chu*Chu!,X360,0.03,,,,
Chaos;Head Noah,X360,0.04,,,,
Chaos;Head Noah,PSP,0.02,,,,
Chaotic: Shadow Warriors,Wii,0.18,,,,
Chaotic: Shadow Warriors,X360,0.14,60,4,,
Chaotic: Shadow Warriors,PS3,0.13,,,,
Charm Girls Club: Pajama Party,Wii,0.14,,,,
Chegger's Party Quiz,Wii,0.01,,,,
Chessmaster: The Art of Learning,PSP,0.1,64,4,8.8,14
Chevrolet Camaro: Wild Ride,Wii,0.05,,,,
Chibi Devi!,3DS,0.01,,,,
Chicken Blaster,Wii,0.31,,,,
Chicken Riot,Wii,0.27,,,,
Chicken Shoot,Wii,0.34,27,9,4.8,24
Chikyuu Boueigun 2 Portable,PSP,0.14,,,,
Child of Eden,X360,0.39,84,81,7.6,81
Child of Eden,PS3,0.17,81,21,8.3,16
Chili Con Carnage,PSP,0.01,74,37,8.8,12
Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,3DS,0.07,,,,
Chou Jigen Game Neptune Mk-II,PS3,0.09,,,,
Chou no Doku: Hana no Kusari - Taishou Tsuyakoi Ibun,PSP,0.01,,,,
Choujikuu Yousai Macross: Do You Remember Love,PS3,0.05,,,,
Chousoku Henkei Gyrozetter: Albatross no Tsubasa,3DS,0.05,,,,
Chromehounds,X360,0.27,71,60,7.1,67
Chrysler Classic Racing,Wii,0.06,40,4,,
Chuck E. Cheese's Party Games,Wii,0.16,,,,
Chuck E. Cheese's Sports Games,Wii,0.02,,,,
Chuck E. Cheese's Super Collection,Wii,0.02,,,,
Chuugen no Hasha: Sangoku Shouseiden,PSP,0.02,,,,
CID The Dummy,PSP,0.03,41,6,,
CID The Dummy,Wii,0.02,31,7,,
Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta,PSV,0.06,,,,
City Builder,Wii,0.03,,,,
Clannad,PSP,0.04,,,,
Clannad,PS3,0.03,,,,
Clannad,X360,0.03,,,,
Clannad: Mitsumi Mamoru Sakamichi de - Gekan,PSP,0.03,,,,
Clannad: Mitsumi Mamoru Sakamichi de - Joukan,PSP,0.02,,,,
Clash of the Titans: The Videogame,PS3,0.25,,,,
Clash of the Titans: The Videogame,X360,0.14,,,,
Class of Heroes,PSP,0.14,61,12,7.1,10
Classic Dungeon X2,PSP,0.05,,,,
Classic Dungeon: Fuyoku no Masoujin,PSP,0.03,,,,
Clive Barker's Jericho,X360,0.3,63,46,7.6,58
Clive Barker's Jericho,PS3,0.19,60,34,7.2,43
Clock Zero: Shuuen no Ichibyou Portable,PSP,0.04,,,,
Cloudy With a Chance of Meatballs,Wii,0.1,68,4,,
Cloudy With a Chance of Meatballs,PS3,0.09,66,9,6,5
Cloudy With a Chance of Meatballs,X360,0.07,62,12,6.4,10
Cloudy With a Chance of Meatballs,PSP,0.07,,,,
Clover no Kuni no Alice,PSP,0.02,,,,
Club Penguin: Game Day!,Wii,0.88,,,,
Cocoto Kart Racer,Wii,0.06,,,,
Cocoto Magic Circus,Wii,0.02,,,,
Code Geass: Hangyaku no Lelouch - Lost Colors,PSP,0.07,,,,
Code Lyoko: Quest for Infinity,Wii,0.09,58,15,8.2,6
Code Lyoko: Quest for Infinity,PSP,0.03,,,,
Code of Princess,3DS,0.17,67,38,7.7,56
Coded Arms,PSP,0.74,59,42,6.4,58
Coded Arms: Contagion,PSP,0.06,56,20,7,26
Coded Soul: Uke Keigareshi Idea,PSP,0.02,,,,
Cold Stone Creamery: Scoop It Up,Wii,0.06,,,,
Colin McRae Rally 2005 plus,PSP,0.01,,,,
College Hoops 2K6,X360,0.12,70,17,8.3,8
College Hoops 2K7,X360,0.19,82,22,8.9,10
College Hoops 2K7,PS3,0.17,81,9,6.9,7
College Hoops 2K8,X360,0.16,81,21,6.9,16
College Hoops 2K8,PS3,0.13,82,18,2.8,4
Combat of Giants: Dinosaurs 3D,3DS,0.35,44,18,5.3,9
Combat Wings: The Great Battles of WWII,Wii,0.03,,,,
Command & Conquer 3: Kane's Wrath,X360,0.22,,,,
Command & Conquer 3: Tiberium Wars,X360,0.39,,,,
Command & Conquer: Red Alert 3,X360,0.43,,,,
Command & Conquer: Red Alert 3 Ultimate Edition,PS3,0.29,,,,
Conan,PS3,0.32,69,35,7.2,34
Conan,X360,0.17,69,49,7.4,62
Conception II: Shichisei no Michibiki to Mazuru no Akumu,PSV,0.03,,,,
Conception II: Shichisei no Michibiki to Mazuru no Akumu,3DS,0.02,,,,
Conception: Please Give Birth to My Child!,PSP,0.08,,,,
Condemned 2: Bloodshot,X360,0.6,80,76,8.6,150
Condemned 2: Bloodshot,PS3,0.36,82,37,8.2,62
Condemned: Criminal Origins,X360,0.38,81,72,8.2,100
Conduit 2,Wii,0.11,64,51,7.6,53
Conflict: Denied Ops,X360,0.18,52,35,5,21
Conflict: Denied Ops,PS3,0.17,51,28,3,24
Cook Wars,Wii,0.04,,,,
Cooking Mama 4: Kitchen Magic!,3DS,0.54,56,6,6,4
Cooking Mama 5,3DS,0.02,,,,
Cooking Mama: Cook Off,Wii,2.86,61,37,5.3,23
Cooking Mama: World Kitchen,Wii,0.85,62,17,4.9,12
Coraline,Wii,0.05,42,7,5.6,5
Corpse Party: Blood Covered - Repeated Fear,PSP,0.05,,,,
Corpse Party: Book of Shadows,PSP,0.04,67,23,8.4,34
Cosmic Family,Wii,0.07,54,6,5.7,6
Countdown: The Game,Wii,0.05,,,,
Counter Force,Wii,0.05,,,,
Country Dance,Wii,0.62,,,,
Country Dance 2,Wii,0.44,,,,
Country Dance: All Stars,X360,0.16,,,,
Crackdown,X360,1.71,83,75,8.1,283
Crackdown 2,X360,1.08,70,91,6,176
Cranium Kabookii,Wii,0.14,64,9,4.8,11
Crash of the Titans,PSP,0.59,,,8.2,13
Crash of the Titans,Wii,0.44,69,16,7,11
Crash of the Titans,X360,0.3,65,25,7.1,24
Crash Tag Team Racing,PSP,0.21,68,9,8.4,12
Crash Time: Autobahn Pusuit,X360,0.03,,,,
Crash: Mind Over Mutant,X360,0.45,60,42,6.8,15
Crash: Mind Over Mutant,Wii,0.4,70,13,8.7,6
Crash: Mind Over Mutant,PSP,0.39,,,7.8,6
Crayola: Colorful Journey,Wii,0.07,,,,
Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,3DS,0.02,,,,
Crazy Chicken Tales,Wii,0.06,,,,
Crazy Machines,Wii,0.02,,,,
Crazy Taxi: Fare Wars,PSP,0.46,64,25,7.5,13
Create,Wii,0.22,62,7,,
Create,PS3,0.11,61,23,5,4
Create,X360,0.11,60,19,5.8,9
Criminal Girls,PSP,0.08,,,,
Criminal Girls,PSV,0.03,,,,
Crimson Gem Saga,PSP,0.06,78,20,8,24
Crisis Core: Final Fantasy VII,PSP,3.1,83,67,8.6,310
Cross Â† Channel,PSP,0.02,,,,
Cross Channel: In Memory of All People,X360,0.02,,,,
Cross Edge,PS3,0.2,52,32,7.1,79
Cross Edge Dash,X360,0.01,,,,
Cruis'n,Wii,0.11,25,7,3.7,15
Cruise Ship Vacation Games,Wii,0.13,,,,
Crush,PSP,0.08,83,41,9.2,17
Crush3D,3DS,0.08,71,32,7.5,12
Crysis 2,X360,1.26,84,72,7.5,478
Crysis 2,PS3,1.17,85,54,7.1,340
Crysis 3,X360,0.76,76,45,6.6,273
Crysis 3,PS3,0.66,77,23,6.1,214
CSI: Deadly Intent,Wii,0.27,,,,
CSI: Deadly Intent,X360,0.19,51,10,5.5,11
CSI: Fatal Conspiracy,Wii,0.21,,,,
CSI: Fatal Conspiracy,PS3,0.15,39,5,4.5,4
CSI: Fatal Conspiracy,X360,0.15,42,9,,
CSI: Hard Evidence,Wii,0.88,,,,
CSI: Hard Evidence,X360,0.08,,,,
Cube,PSP,0.02,60,18,,
Cubic Ninja,3DS,0.04,51,15,5.8,12
Culdcept,3DS,0.15,,,,
Culdcept SAGA,X360,0.16,75,33,9,44
Cursed Mountain,Wii,0.2,67,51,7.5,31
Custom Drive,PSP,0.02,,,,
D.C. Girl's Symphony Pocket,PSP,0.01,,,,
D.C. III: Da Capo III,PSP,0.03,,,,
Da Capo I & II Plus Situation Portable,PSP,0.04,,,,
Dai-2-Ji Super Robot Taisen OG,PS3,0.3,,,,
Dai-2-Ji Super Robot Taisen Z Saisei-hen,PSP,0.36,,,,
Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,0.42,,,,
Daigasso! Band Brothers P,3DS,0.12,,,,
Daikaijuu Battle: Ultra Coliseum,Wii,0.02,,,,
Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Wii,0.04,,,,
Daikoukai Jidai Online: Cruz del Sur,PS3,0.01,,,,
Daisy Fuentes Pilates,Wii,0.24,,,,
Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,PS3,0.02,,,,
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,PSP,0.02,,,,
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,PSP,0.06,,,,
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable,PSP,0.02,,,,
Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable,PSP,0.03,,,,
Daiya no Kuni no Alice: Wonderful Mirror World,PSP,0.01,,,,
Damage Inc.: Pacific Squadron WWII,X360,0.04,49,24,,
Damnation,PS3,0.08,36,36,2.8,37
Damnation,X360,0.07,36,39,5.7,46
Danball Senki,PSP,0.39,,,,
Danball Senki Boost,PSP,0.22,,,,
Dance Central,X360,3.02,82,63,7.5,72
Dance Central 2,X360,1.95,86,56,8.1,53
Dance Central 3,X360,0.71,86,43,7.8,33
Dance Dance Revolution Universe,X360,0.3,74,26,8.8,5
Dance Dance Revolution Universe 2,X360,0.48,65,10,7.4,5
Dance Dance Revolution Universe 3,X360,0.29,65,6,7.7,7
Dance Dance Revolution: Disney Grooves,Wii,0.18,,,,
Dance Dance Revolution: Hottest Party,Wii,2.06,73,16,7.1,25
Dance Dance Revolution: Hottest Party 2,Wii,1.55,69,8,6.8,6
Dance Dance Revolution: Hottest Party 3,Wii,0.43,66,5,8.2,5
Dance Dance Revolution: Hottest Party 5,Wii,0.01,,,,
Dance on Broadway,Wii,0.98,48,6,,
Dance on Broadway,PS3,0.07,,,,
Dance Paradise,X360,0.11,59,11,,
Dance Party: Pop Hits,Wii,0.38,,,,
Dance Sensation!,Wii,0.06,,,,
Dance! It's Your Stage,PS3,0.01,,,,
Dance! It's Your Stage,Wii,0.01,,,,
DanceDanceRevolution,Wii,0.32,,,,
DanceDanceRevolution,PS3,0.13,60,5,,
DanceDanceRevolution,X360,0.06,,,,
DanceDanceRevolution II,Wii,0.17,,,,
DanceMasters,X360,0.16,63,30,5.5,6
DanceStar Party,PS3,0.39,68,16,,
Dancing on Ice,Wii,0.09,,,,
Dancing With The Stars,Wii,0.24,42,5,6.2,5
Dancing with the Stars: We Dance!,Wii,0.37,,,,
Dangan-Ronpa,PSP,0.23,,,9.6,11
Dangan-Ronpa,PSV,0.12,,,,
Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,3DS,0.08,,,,
Dante's Inferno,PS3,1.01,75,69,7.3,190
Dante's Inferno,X360,0.87,73,71,7.6,181
Dante's Inferno,PSP,0.17,70,14,8.3,35
Dark Messiah of Might and Magic Elements,X360,0.19,52,27,7.4,39
Dark Sector,X360,0.47,72,71,7.5,136
Dark Sector,PS3,0.46,72,47,7.9,56
Dark Souls,PS3,1.7,89,54,8.6,815
Dark Souls,X360,0.83,89,66,8.4,720
Dark Void,PS3,0.32,59,50,5.6,30
Dark Void,X360,0.28,59,69,5.9,55
Darkest of Days,X360,0.09,44,25,4.7,74
Darksiders,X360,1.01,83,81,7.8,244
Darksiders II,PS3,0.72,84,39,6.9,358
Darksiders II,X360,0.71,83,63,8.1,375
Darksiders II,WiiU,0.1,85,36,7.9,86
Darkstalkers Chronicle: The Chaos Tower,PSP,0.14,74,27,8.1,20
Darkstalkers Resurrection,PS3,0.03,80,33,7,26
Darkstalkers Resurrection,X360,0.01,82,20,5.5,14
DarkStar One: Broken Alliance,X360,0.17,63,33,7.8,17
Data East Arcade Classics,Wii,0.08,56,7,8.2,5
Date A Live: Rine Utopia,PS3,0.04,,,,
Dave Mirra BMX Challenge,PSP,0.07,32,11,6,6
Dave Mirra BMX Challenge,Wii,0.07,36,5,,
Dawn of Discovery,Wii,0.16,81,24,8.6,14
Daxter,PSP,4.12,85,59,8.8,78
DC Universe Online,PS3,0.47,67,46,7.5,128
de Blob,Wii,0.94,82,48,8.6,65
de Blob 2,Wii,0.16,79,20,8,23
de Blob 2,PS3,0.15,74,50,6.8,26
de Blob 2,X360,0.12,77,54,7.7,20
Dead Head Fred,PSP,0.04,75,30,7.1,17
Dead Island,X360,2.24,71,75,7,534
Dead Island,PS3,2.01,71,41,6.6,348
Dead Island: Riptide,X360,0.67,57,43,6.4,170
Dead Island: Riptide,PS3,0.47,62,25,6,122
Dead or Alive 4,X360,0.45,85,76,8.3,198
Dead or Alive 5,PS3,0.46,74,34,7.8,87
Dead or Alive 5,X360,0.23,76,39,7.7,82
Dead or Alive 5,PSV,0.04,,,,
Dead or Alive Paradise,PSP,0.14,38,34,5,30
Dead or Alive Xtreme 2,X360,0.23,53,46,6.1,35
Dead or Alive: Dimensions,3DS,0.31,79,62,8.4,82
Dead Rising,X360,2.03,85,82,7.7,449
Dead Rising 2,X360,1.39,79,76,7.1,165
Dead Rising 2,PS3,1.29,80,54,6.7,148
Dead Rising 2: Off the Record,PS3,0.28,72,31,6.7,21
Dead Rising 2: Off the Record,X360,0.23,72,49,7.5,49
Dead Rising 3,XOne,0.84,78,65,6.6,526
Dead Rising: Chop Till You Drop,Wii,0.28,61,30,6.5,30
Dead Space,PS3,1.9,88,67,8.8,394
Dead Space,X360,1.33,89,79,8.7,644
Dead Space 2,X360,1.41,90,83,8.6,574
Dead Space 2,PS3,1.31,89,78,8.3,397
Dead Space 3,X360,0.84,78,68,6.3,616
Dead Space 3,PS3,0.76,76,37,6.4,410
Dead Space Extraction,Wii,0.45,82,76,8.1,68
Dead to Rights: Reckoning,PSP,0.13,54,26,7.1,19
Dead to Rights: Retribution,PS3,0.26,60,44,5.7,15
Dead to Rights: Retribution,X360,0.19,61,64,6.5,23
Deadliest Catch: Alaskan Storm,X360,0.04,56,14,6.4,14
Deadliest Catch: Sea of Chaos,Wii,0.11,,,,
Deadliest Catch: Sea of Chaos,PS3,0.07,48,8,,
Deadliest Catch: Sea of Chaos,X360,0.07,36,4,,
Deadliest Warrior: Ancient Combat,PS3,0.03,,,,
Deadliest Warrior: Ancient Combat,X360,0.03,37,5,,
Deadly Creatures,Wii,0.2,72,45,8.9,30
Deadly Premonition,X360,0.24,68,39,8.3,271
Deadly Premonition,PS3,0.09,70,32,7.9,66
Deadpool,X360,0.23,62,49,7.4,322
Deadpool,PS3,0.22,61,27,7.1,174
Deal or No Deal,Wii,1.26,56,4,6,4
Death Connection Portable,PSP,0.01,,,,
Death Jr.,PSP,0.19,61,40,7.2,20
Death Jr. II: Root of Evil,PSP,0.05,68,34,8,8
Death Jr.: Root of Evil,Wii,0.11,71,14,8.1,14
DeathSmiles,X360,0.25,76,29,8.5,41
DeathSmiles II X,X360,0.03,,,8,7
Deca Sports,Wii,2.46,50,23,5.8,13
Deca Sports 2,Wii,0.77,49,7,,
Deca Sports 3,Wii,0.2,41,7,,
Deca Sports Extreme,3DS,0.1,52,6,,
DECA Sports Freedom,X360,0.27,26,16,3.5,6
Deepak Chopra's Leela,Wii,0.11,,,,
Deepak Chopra's Leela,X360,0.07,,,,
Deer Drive,Wii,0.74,,,,
